package,severity,version,fixed_version,description,cve_id,source
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: vfio/pci: Lock external INTx mas","CVE-2024-26810"
"libcurl4","MEDIUM","7.64.0-4+deb10u1","N/A","libcurl would wrongly close the same eventfd file descriptor twice when taking down a connection cha","CVE-2025-0665","tykio/tyk-dashboard"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: bpf: Fix may_goto with negative ","CVE-2024-42072"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: drm/xe: Fix missing workqueue de","CVE-2024-44979"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: soc: bcm: brcmstb: pm: pm-arm: F","CVE-2022-49678"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: tpm: use try_get_ops() in tpm-sp","CVE-2022-49286"
"libpython3.7-minimal","MEDIUM","3.7.3-2+deb10u3","3.7.3-2+deb10u5","A flaw was found in Python, specifically in the FTP (File Transfer Protocol) client library in PASV ","CVE-2021-4189"
"libc-bin","CRITICAL","2.28-10","2.28-10+deb10u2","The deprecated compatibility function clnt_create in the sunrpc module of the GNU C Library (aka gli","CVE-2022-23219","tykio/tyk-gateway","tykio/tyk-dashboard"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: netdev: prevent accessing NAPI i","CVE-2025-21659"
"openssl","CRITICAL","1.1.1d-0+deb10u4","1.1.1d-0+deb10u7","In order to decrypt SM2 encrypted data an application is expected to call the API function EVP_PKEY_","CVE-2021-3711","tykio/tyk-dashboard"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: mm/gup: fix memfd_pin_folios all","CVE-2024-49872"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: drm/amd/display: Fix overlapping","CVE-2024-42227"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: drm/amd/display: fix memory leak","CVE-2022-48698"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: iio: pressure: zpa2326: fix info","CVE-2024-57912"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: LoongArch: Set hugetlb mmap base","CVE-2025-21949"
"libexpat1-dev","HIGH","2.2.6-2+deb10u1","2.2.6-2+deb10u7","libexpat through 2.5.0 allows a denial of service (resource consumption) because many full reparsing","CVE-2023-52425","tykio/tyk-gateway"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: perf: Fix perf_pending_task() Ua","CVE-2022-48950"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: net/mlx5: E-Switch, pair only ca", Fix an Oops "
"linux-libc-dev","HIGH","4.19.194-3","4.19.232-1","In the Linux kernel, the following vulnerability has been resolved: drm/nouveau: fix off by one in B","CVE-2022-48732"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: nvmet-auth: assign dh_key to NUL","CVE-2024-50215"
"linux-libc-dev","MEDIUM","4.19.194-3","4.19.232-1","An issue was discovered in the Linux kernel before 5.14.15. There is an array-index-out-of-bounds fl","CVE-2021-43389","tykio/tyk-gateway"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: usb: gadget: rndis: add spinlock","CVE-2022-48926"
"python3.7-minimal","LOW","3.7.3-2+deb10u3","N/A","CPython 3.9 and earlier doesn't disallow configuring an empty list (""[]"") for SSLContext.set_npn_pro","CVE-2024-5642","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","4.19.316-1","In the Linux kernel, the following vulnerability has been resolved: ipv6: fix race condition between","CVE-2024-35969"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: net: arcnet: com20020: Fix null-","CVE-2022-48908"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: can: m_can: m_can_{read_fifo,ech"
"libkrb5support0","MEDIUM","1.17-3+deb10u1","N/A","A flaw was found in krb5. With incremental propagation enabled, an authenticated attacker can cause ","CVE-2025-24528"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: drm/amdkfd: Fix a race condition","CVE-2023-52825"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: riscv: Sync efi page table's ker","CVE-2022-49004"
"python3.7-dev","MEDIUM","3.7.3-2+deb10u3","N/A","The package python/cpython from 0 and before 3.6.13, from 3.7.0 and before 3.7.10, from 3.8.0 and be"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","Found Linux Kernel flaw in the i740 driver. The Userspace program could pass any values to the drive","CVE-2022-3061","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: OPP: fix dev_pm_opp_find_bw_*() ","CVE-2024-58068"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: drm/tests: hdmi: Fix memory leak","CVE-2024-50213"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: ASoC: SOF: ipc4-pcm: Workaround ","CVE-2024-27057"
"linux-libc-dev","LOW","4.19.194-3","N/A","A flaw was found in the Linux kernels memory deduplication mechanism. Previous work has shown that m","CVE-2021-3714","tykio/tyk-gateway"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: RDMA/rxe: Fix the qp flush warni","CVE-2024-53229"
"linux-libc-dev","MEDIUM","4.19.194-3","4.19.316-1","In the Linux kernel, the following vulnerability has been resolved: genirq/cpuhotplug, x86/vector: P"
"libssl1.1","HIGH","1.1.1d-0+deb10u7","1.1.1n-0+deb10u4","The function PEM_read_bio_ex() reads a PEM file from a BIO and parses and decodes the ""name"" (e.g. ""","CVE-2022-4450","tykio/tyk-gateway"
"libc-bin","MEDIUM","2.28-10","N/A","When the assert() function in the GNU C Library versions 2.13 to 2.40 fails, it does not allocate en","CVE-2025-0395","CVE-2025-0395"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: nfsd: ensure that nfsd4_fattr_ar","CVE-2024-46697"
"libpython3.7-dev","MEDIUM","3.7.3-2+deb10u3","3.7.3-2+deb10u5","There's a flaw in Python 3's pydoc. A local or adjacent attacker who discovers or is able to convinc","CVE-2021-3426","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","4.19.282-1","A memory leak problem was found in ctnetlink_create_conntrack in net/netfilter/nf_conntrack_netlink.","CVE-2023-7192","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","4.19.249-2","A use-after-free vulnerability was found in the Linux kernel in drivers/net/hamradio. This flaw allo","CVE-2022-1195","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: drm/panel: ili9341: fix optional","CVE-2022-49071"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: mm/mglru: fix div-by-zero in vmp","CVE-2024-42316"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","Mis-trained branch predictions for return instructions may allow arbitrary speculative code executio","CVE-2022-29900","tykio/tyk-gateway"
"gpg-agent","LOW","2.2.12-1+deb10u1","N/A","In GnuPG before 2.5.5, if a user chooses to import a certificate with certain crafted subkey data th","CVE-2025-30258"
"libkrb5-3","MEDIUM","1.17-3+deb10u1","N/A","A vulnerability in the MIT Kerberos implementation allows GSSAPI-protected messages using RC4-HMAC-M","CVE-2025-3576","tykio/tyk-dashboard"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: mm/hugetlb: fix hugetlb vs. core","CVE-2024-45024"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: drm/xe: Fix fault on fd close af","CVE-2024-57844"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: net: mhi: Fix memory leak in mhi","CVE-2022-49817"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: media: v4l: async: Fix NULL poin","CVE-2024-43833"
"libexpat1","CRITICAL","2.2.6-2+deb10u1","N/A","An issue was discovered in libexpat before 2.6.3. dtdCopy in xmlparse.c can have an integer overflow","CVE-2024-45491","tykio/tyk-gateway"
"python3.7","HIGH","3.7.3-2+deb10u3","N/A","An issue in the urllib.parse component of Python before 3.11.4 allows attackers to bypass blocklisti","CVE-2023-24329","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: blk-cgroup: properly pin the par","CVE-2022-49786"
"libexpat1-dev","HIGH","2.2.6-2+deb10u1","N/A","A stack overflow vulnerability exists in the libexpat library due to the way it handles recursive en","CVE-2024-8176","tykio/tyk-gateway"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: slip: make slhc_remember() more ","CVE-2024-50033"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: net: tun: unlink NAPI from devic","CVE-2022-49672"
"linux-libc-dev","HIGH","4.19.194-3","4.19.235-1","drivers/usb/gadget/legacy/inode.c in the Linux kernel through 5.16.8 mishandles dev->buf release.","CVE-2022-24958","tykio/tyk-gateway"
"libk5crypto3","HIGH","1.17-3+deb10u1","1.17-3+deb10u2","ec_verify in kdc/kdc_preauth_ec.c in the Key Distribution Center (KDC) in MIT Kerberos 5 (aka krb5) ","CVE-2021-36222","tykio/tyk-dashboard"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: wifi: iwlwifi: mvm: don't read p","CVE-2024-40941"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: sysctl: Fix data-races in proc_d","CVE-2022-49634"
"linux-libc-dev","MEDIUM","4.19.194-3","4.19.208-1","In the Linux kernel, the following vulnerability has been resolved: usb: fix various gadgets null pt","CVE-2021-47270"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: drm/msm/dpu: move dpu_encoder's ","CVE-2024-45015"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: tty: add the option to have a tt","CVE-2024-40966"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: smb: client: fix potential OOBs ","CVE-2023-52434"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: block: fix overflow in blk_ioctl","CVE-2024-36917"
"linux-libc-dev","HIGH","4.19.194-3","4.19.232-1","In the Linux kernel, the following vulnerability has been resolved: mcb: fix error handling in mcb_a","CVE-2021-47361"
"login","LOW","1:4.5-1.1","N/A","shadow: TOCTOU (time-of-check time-of-use) race condition when copying and removing directory trees","CVE-2013-4235","tykio/tyk-gateway","tykio/tyk-dashboard"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: drm/amd/display: Fix dcn35 8k30 ","CVE-2024-26913"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: staging: media: max96712: fix ke","CVE-2024-58054"
"apt-transport-https","LOW","1.8.2.3","N/A","It was found that apt-key in apt, all versions, do not correctly validate gpg keys with the master k"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: misc/vmw_vmci: fix an infoleak i","CVE-2022-49788"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: net: bridge: xmit: make sure we ","CVE-2024-38538"
"linux-libc-dev","HIGH","4.19.194-3","4.19.316-1","In the Linux kernel, the following vulnerability has been resolved: hwmon: (coretemp) Fix out-of-bou","CVE-2024-26664"
"ncurses-bin","MEDIUM","6.1+20181013-2+deb10u2","6.1+20181013-2+deb10u4","Buffer Overflow vulnerability in postprocess_terminfo function in tinfo/parse_entry.c:997 in ncurses","CVE-2020-19189","tykio/tyk-gateway","tykio/tyk-dashboard"
"linux-libc-dev","MEDIUM","4.19.194-3","4.19.316-1","In the Linux kernel, the following vulnerability has been resolved: rpmsg: virtio: Free driver_overr","CVE-2023-52670"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: net/mlx5: Fix error path in mult","CVE-2024-50001"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: drm/mediatek: Add vblank registe","CVE-2022-49506"
"login","LOW","1:4.5-1.1","N/A","shadow-utils (aka shadow) 4.4 through 4.17.0 establishes a default /etc/subuid behavior (e.g., uid 1","CVE-2024-56433","CVE-2024-56433"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: binder: fix node UAF in binder_a","CVE-2024-56556"
"libcurl4","MEDIUM","7.64.0-4+deb10u2","N/A","libcurl would wrongly close the same eventfd file descriptor twice when taking down a connection cha","CVE-2025-0665","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: net: tipc: fix possible refcount","CVE-2022-49620"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: ceph: fix cred leak in ceph_mds_","CVE-2024-56563"
"linux-libc-dev","MEDIUM","4.19.194-3","4.19.208-1","In the Linux kernel, the following vulnerability has been resolved: udp: fix race between close() an","CVE-2021-47248"
"linux-libc-dev","HIGH","4.19.194-3","4.19.232-1","In the Linux kernel, the following vulnerability has been resolved: nfsd: fix use-after-free due to ","CVE-2021-47506"
"apt-transport-https","LOW","1.8.2.2","N/A","It was found that apt-key in apt, all versions, do not correctly validate gpg keys with the master k"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: ASoC: qcom: sc7280: Fix missing ","CVE-2024-50105"
"linux-libc-dev","HIGH","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: virtio_net: Add hash_key_length ","CVE-2024-53082"
"linux-libc-dev","MEDIUM","4.19.194-3","4.19.304-1","In the Linux kernel, the following vulnerability has been resolved: usb: hub: Guard against accesses","CVE-2023-52477"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: hwrng: cavium - fix NULL but der","CVE-2022-49177"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: remoteproc: Fix count check in r","CVE-2022-49278"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: nbd: fix io hung while disconnec","CVE-2022-49297"
"linux-libc-dev","LOW","4.19.194-3","N/A","An issue was discovered in the Linux kernel through 6.0.6. drivers/char/pcmcia/cm4000_cs.c has a rac","CVE-2022-44032","tykio/tyk-gateway"
"linux-libc-dev","MEDIUM","4.19.194-3","N/A","In the Linux kernel, the following vulnerability has been resolved: rtmutex: Drop rt_mutex::wait_loc","CVE-2024-46829"
